state,town,zip,year,tested,BLL_geq_5
RI,Westerly,NA,2008,13,2
RI,Westerly,NA,2009,9,3
RI,Westerly,NA,2010,3,0
RI,Westerly,NA,2011,6,2
RI,Westerly,NA,2012,7,0
RI,Westerly,NA,2013,6,1
RI,Westerly,NA,2014,3,1
RI,Westerly,NA,2015,2,0
RI,Westerly,02808,2005,77,9
RI,Westerly,02808,2006,63,13
RI,Westerly,02808,2007,66,8
RI,Westerly,02808,2008,74,8
RI,Westerly,02808,2009,63,11
RI,Westerly,02808,2010,62,3
RI,Westerly,02808,2011,63,3
RI,Westerly,02808,2012,41,1
RI,Westerly,02808,2013,43,2
RI,Westerly,02808,2014,36,2
RI,Westerly,02808,2015,33,1
RI,Westerly,02891,2005,514,78
RI,Westerly,02891,2006,488,63
RI,Westerly,02891,2007,499,75
RI,Westerly,02891,2008,488,62
RI,Westerly,02891,2009,454,61
RI,Westerly,02891,2010,364,34
RI,Westerly,02891,2011,335,13
RI,Westerly,02891,2012,292,14
RI,Westerly,02891,2013,293,6
RI,Westerly,02891,2014,260,15
RI,Westerly,02891,2015,254,10
RI,Woonsocket,NA,2005,9,3
RI,Woonsocket,NA,2006,23,6
RI,Woonsocket,NA,2007,19,4
RI,Woonsocket,NA,2008,12,3
RI,Woonsocket,NA,2009,18,4
RI,Woonsocket,NA,2010,9,0
RI,Woonsocket,NA,2011,8,1
RI,Woonsocket,NA,2012,9,1
RI,Woonsocket,NA,2013,9,0
RI,Woonsocket,NA,2014,12,2
RI,Woonsocket,NA,2015,6,0
RI,Woonsocket,02895,2005,1569,367
RI,Woonsocket,02895,2006,1738,327
RI,Woonsocket,02895,2007,1635,311
RI,Woonsocket,02895,2008,1522,164
RI,Woonsocket,02895,2009,1499,184
RI,Woonsocket,02895,2010,1218,94
RI,Woonsocket,02895,2011,1361,83
RI,Woonsocket,02895,2012,1341,77
RI,Woonsocket,02895,2013,1217,35
RI,Woonsocket,02895,2014,1250,62
RI,Woonsocket,02895,2015,1301,71
