state,year,county,tract,tested,BLL_geq_5,BLL_geq_10
MD,2008,Anne Arundel,240037066.00,74,2,0
MD,2008,Anne Arundel,240037067.00,18,2,0
MD,2008,Anne Arundel,240037070.01,54,0,0
MD,2008,Anne Arundel,240037070.02,48,0,0
MD,2008,Anne Arundel,240037080.00,77,3,0
MD,2008,Anne Arundel,240037301.00,91,1,0
MD,2008,Anne Arundel,240037302.03,82,1,0
MD,2008,Anne Arundel,240037302.04,94,0,0
MD,2008,Anne Arundel,240037303.00,48,1,0
MD,2008,Anne Arundel,240037304.01,82,0,0
MD,2008,Anne Arundel,240037304.02,100,3,0
MD,2008,Anne Arundel,240037305.02,101,0,0
MD,2008,Anne Arundel,240037305.03,173,2,0
MD,2008,Anne Arundel,240037305.04,109,2,0
MD,2008,Anne Arundel,240037306.01,62,0,0
MD,2008,Anne Arundel,240037306.03,39,4,0
MD,2008,Anne Arundel,240037306.04,53,1,1
MD,2008,Anne Arundel,240037307.00,49,2,0
MD,2008,Anne Arundel,240037308.00,11,0,0
MD,2008,Anne Arundel,240037309.01,30,0,0
MD,2008,Anne Arundel,240037309.02,22,0,0
MD,2008,Anne Arundel,240037310.01,74,1,0
MD,2008,Anne Arundel,240037310.02,28,0,0
MD,2008,Anne Arundel,240037311.01,80,3,0
MD,2008,Anne Arundel,240037311.02,71,0,0
MD,2008,Anne Arundel,240037311.03,51,3,0
MD,2008,Anne Arundel,240037312.01,38,1,0
MD,2008,Anne Arundel,240037312.02,69,0,0
MD,2008,Anne Arundel,240037312.03,59,2,0
MD,2008,Anne Arundel,240037312.04,60,0,0
MD,2008,Anne Arundel,240037313.03,63,1,0
MD,2008,Anne Arundel,240037313.06,55,0,0
MD,2008,Anne Arundel,240037313.07,66,1,0
MD,2008,Anne Arundel,240037313.08,22,0,0
MD,2008,Anne Arundel,240037313.09,74,3,0
MD,2008,Anne Arundel,240037313.10,69,0,0
MD,2008,Anne Arundel,240037313.11,129,5,0
MD,2008,Anne Arundel,240037401.02,50,0,0
MD,2008,Anne Arundel,240037401.03,93,0,0
MD,2008,Anne Arundel,240037401.04,113,5,0
MD,2008,Anne Arundel,240037401.05,75,1,0
MD,2008,Anne Arundel,240037402.01,122,2,0
MD,2008,Anne Arundel,240037402.02,21,1,0
MD,2008,Anne Arundel,240037402.03,57,3,0
MD,2008,Anne Arundel,240037403.01,230,11,1
MD,2008,Anne Arundel,240037403.03,44,1,0
MD,2008,Anne Arundel,240037405.00,255,3,0
MD,2008,Anne Arundel,240037406.01,35,0,0
MD,2008,Anne Arundel,240037406.02,35,0,0
MD,2008,Anne Arundel,240037406.03,19,0,0
MD,2008,Anne Arundel,240037407.00,209,1,0
MD,2008,Anne Arundel,240037408.00,32,0,0
MD,2008,Anne Arundel,240037409.00,75,2,0
MD,2008,Anne Arundel,240037410.00,21,1,0
MD,2008,Anne Arundel,240037411.00,1,0,0
MD,2008,Anne Arundel,240037501.01,103,6,1
MD,2008,Anne Arundel,240037501.02,55,3,0
MD,2008,Anne Arundel,240037502.01,33,0,0
MD,2008,Anne Arundel,240037502.02,37,1,0
MD,2008,Anne Arundel,240037502.03,26,1,0
MD,2008,Anne Arundel,240037503.00,39,0,0
MD,2008,Anne Arundel,240037504.00,45,2,0
MD,2008,Anne Arundel,240037505.00,45,3,0
MD,2008,Anne Arundel,240037507.00,8,0,0
MD,2008,Anne Arundel,240037508.01,91,3,0
MD,2008,Anne Arundel,240037508.03,136,5,0
MD,2008,Anne Arundel,240037508.04,66,1,0
MD,2008,Anne Arundel,240037509.00,44,0,0
MD,2008,Anne Arundel,240037510.00,69,1,0
MD,2008,Anne Arundel,240037511.02,72,1,0
MD,2008,Anne Arundel,240037511.03,84,0,0
MD,2008,Baltimore,NA,1350,60,0
MD,2008,Baltimore,240054001.00,32,2,0
MD,2008,Baltimore,240054002.00,40,0,0
MD,2008,Baltimore,240054004.00,89,3,1
MD,2008,Baltimore,240054005.00,40,2,0
MD,2008,Baltimore,240054006.00,79,5,0
MD,2008,Baltimore,240054007.01,54,1,0
MD,2008,Baltimore,240054007.02,31,2,0
MD,2008,Baltimore,240054008.00,69,5,0
MD,2008,Baltimore,240054009.00,49,3,0
MD,2008,Baltimore,240054010.00,30,1,0
MD,2008,Baltimore,240054011.01,169,8,0
MD,2008,Baltimore,240054011.02,31,2,0
MD,2008,Baltimore,240054012.00,69,4,0
MD,2008,Baltimore,240054013.01,94,5,0
MD,2008,Baltimore,240054013.02,67,4,1
MD,2008,Baltimore,240054014.00,26,0,0
MD,2008,Baltimore,240054015.01,235,9,1
MD,2008,Baltimore,240054015.03,77,2,0
MD,2008,Baltimore,240054015.04,101,3,0
MD,2008,Baltimore,240054015.05,77,3,0
MD,2008,Baltimore,240054022.01,34,0,0
MD,2008,Baltimore,240054022.02,27,2,1
MD,2008,Baltimore,240054023.02,100,2,0
MD,2008,Baltimore,240054023.03,146,9,2
MD,2008,Baltimore,240054023.04,78,0,0
MD,2008,Baltimore,240054023.05,69,5,0
MD,2008,Baltimore,240054023.06,88,4,1
MD,2008,Baltimore,240054023.07,162,5,0
MD,2008,Baltimore,240054024.01,209,4,0
MD,2008,Baltimore,240054024.03,51,3,1
MD,2008,Baltimore,240054024.04,138,6,0
MD,2008,Baltimore,240054024.05,107,5,0
MD,2008,Baltimore,240054025.03,102,1,0
MD,2008,Baltimore,240054025.04,71,0,0
MD,2008,Baltimore,240054025.05,80,5,1
MD,2008,Baltimore,240054025.06,72,1,0
MD,2008,Baltimore,240054025.07,236,6,2
MD,2008,Baltimore,240054026.02,41,3,0
MD,2008,Baltimore,240054026.03,101,5,0
MD,2008,Baltimore,240054026.04,106,5,0
MD,2008,Baltimore,240054031.00,32,2,0
MD,2008,Baltimore,240054032.01,67,6,0
MD,2008,Baltimore,240054032.02,30,2,0
MD,2008,Baltimore,240054033.00,50,4,0
MD,2008,Baltimore,240054034.00,173,5,0
MD,2008,Baltimore,240054035.00,109,2,0
MD,2008,Baltimore,240054036.01,75,2,1
MD,2008,Baltimore,240054036.02,151,4,0
MD,2008,Baltimore,240054037.01,77,3,0
MD,2008,Baltimore,240054037.02,98,1,0
MD,2008,Baltimore,240054038.01,18,0,0
MD,2008,Baltimore,240054038.02,28,0,0
MD,2008,Baltimore,240054038.03,30,1,0
MD,2008,Baltimore,240054041.00,136,3,0
MD,2008,Baltimore,240054042.01,109,5,0
MD,2008,Baltimore,240054042.02,145,6,1
MD,2008,Baltimore,240054044.01,111,3,1
MD,2008,Baltimore,240054044.02,55,2,0
MD,2008,Baltimore,240054045.01,93,6,1
MD,2008,Baltimore,240054045.02,58,0,0
MD,2008,Baltimore,240054046.00,20,0,0
MD,2008,Baltimore,240054048.00,7,0,0
MD,2008,Baltimore,240054049.00,36,1,0
MD,2008,Baltimore,240054050.00,51,1,0
MD,2008,Baltimore,240054060.00,55,1,0
MD,2008,Baltimore,240054070.00,77,2,1
MD,2008,Baltimore,240054081.00,80,2,0
MD,2008,Baltimore,240054082.00,20,2,0
MD,2008,Baltimore,240054083.01,57,0,0
MD,2008,Baltimore,240054083.02,43,1,0
MD,2008,Baltimore,240054084.00,8,0,0
MD,2008,Baltimore,240054085.02,49,0,0
MD,2008,Baltimore,240054085.03,63,2,0
MD,2008,Baltimore,240054085.05,65,0,0
MD,2008,Baltimore,240054085.06,73,0,0
MD,2008,Baltimore,240054085.07,107,1,0
MD,2008,Baltimore,240054086.01,54,2,0
MD,2008,Baltimore,240054086.02,34,1,0
MD,2008,Baltimore,240054087.02,41,1,0
MD,2008,Baltimore,240054087.03,71,2,0
MD,2008,Baltimore,240054087.04,74,0,0
MD,2008,Baltimore,240054088.00,49,1,0
MD,2008,Baltimore,240054089.00,43,0,0
MD,2008,Baltimore,240054101.00,57,3,1
MD,2008,Baltimore,240054102.00,57,1,0
MD,2008,Baltimore,240054111.01,13,0,0
MD,2008,Baltimore,240054111.02,23,1,0
MD,2008,Baltimore,240054112.01,30,0,0
MD,2008,Baltimore,240054112.02,32,0,0
MD,2008,Baltimore,240054113.02,24,0,0
MD,2008,Baltimore,240054113.03,87,2,0
MD,2008,Baltimore,240054113.04,138,1,0
MD,2008,Baltimore,240054113.06,98,2,0
MD,2008,Baltimore,240054113.07,62,0,0
MD,2008,Baltimore,240054114.04,62,0,0
MD,2008,Baltimore,240054114.06,42,1,0
MD,2008,Baltimore,240054114.07,174,3,0
MD,2008,Baltimore,240054114.08,60,2,0
MD,2008,Baltimore,240054114.09,93,0,0
MD,2008,Baltimore,240054114.10,79,0,0
MD,2008,Baltimore,240054201.00,59,2,0
MD,2008,Baltimore,240054202.00,43,0,0
MD,2008,Baltimore,240054203.01,58,1,0
MD,2008,Baltimore,240054203.02,67,3,1
MD,2008,Baltimore,240054203.03,25,0,0
MD,2008,Baltimore,240054204.01,171,3,1
MD,2008,Baltimore,240054204.02,45,0,0
MD,2008,Baltimore,240054205.00,85,3,0
MD,2008,Baltimore,240054206.00,112,1,0
MD,2008,Baltimore,240054207.01,65,3,0
MD,2008,Baltimore,240054207.02,37,7,1
MD,2008,Baltimore,240054208.00,69,1,0
MD,2008,Baltimore,240054209.00,101,11,1
MD,2008,Baltimore,240054210.00,46,5,0
MD,2008,Baltimore,240054211.01,70,5,1
MD,2008,Baltimore,240054211.02,57,4,0
MD,2008,Baltimore,240054212.00,33,2,0
MD,2008,Baltimore,240054213.00,111,15,1
MD,2008,Baltimore,240054301.01,130,0,0
MD,2008,Baltimore,240054301.02,46,1,0
MD,2008,Baltimore,240054302.00,68,6,1
MD,2008,Baltimore,240054303.00,224,8,1
MD,2008,Baltimore,240054304.00,75,5,0
MD,2008,Baltimore,240054306.00,33,4,1
MD,2008,Baltimore,240054307.00,97,3,0
MD,2008,Baltimore,240054308.00,80,6,0
MD,2008,Baltimore,240054309.00,121,7,1
MD,2008,Baltimore,240054401.00,85,2,0
MD,2008,Baltimore,240054402.00,46,1,0
MD,2008,Baltimore,240054403.00,45,1,0
MD,2008,Baltimore,240054404.00,103,3,0
MD,2008,Baltimore,240054405.00,46,3,0
MD,2008,Baltimore,240054406.00,29,0,0
MD,2008,Baltimore,240054407.01,254,14,1
MD,2008,Baltimore,240054407.02,128,1,0
MD,2008,Baltimore,240054408.00,34,0,0
MD,2008,Baltimore,240054409.00,74,1,0
MD,2008,Baltimore,240054410.00,107,3,0
MD,2008,Baltimore,240054411.01,39,3,1
MD,2008,Baltimore,240054411.02,101,4,1
MD,2008,Baltimore,240054501.00,70,3,0
MD,2008,Baltimore,240054502.00,59,2,0
MD,2008,Baltimore,240054503.00,66,0,0
MD,2008,Baltimore,240054504.00,45,1,0
MD,2008,Baltimore,240054505.01,78,4,0
MD,2008,Baltimore,240054505.03,199,7,1
MD,2008,Baltimore,240054505.04,147,2,0
MD,2008,Baltimore,240054506.00,57,3,0
MD,2008,Baltimore,240054507.00,32,0,0
MD,2008,Baltimore,240054508.00,80,2,0
MD,2008,Baltimore,240054509.00,60,0,0
MD,2008,Baltimore,240054510.00,20,1,0
MD,2008,Baltimore,240054511.00,68,1,0
MD,2008,Baltimore,240054512.00,67,0,0
MD,2008,Baltimore,240054513.00,73,1,0
MD,2008,Baltimore,240054514.00,276,7,0
MD,2008,Baltimore,240054515.00,97,0,0
MD,2008,Baltimore,240054516.00,27,0,0
MD,2008,Baltimore,240054517.01,30,0,0
MD,2008,Baltimore,240054517.02,18,0,0
MD,2008,Baltimore,240054518.01,109,1,0
MD,2008,Baltimore,240054518.02,50,1,1
MD,2008,Baltimore,240054518.03,101,2,1
MD,2008,Baltimore,240054519.00,25,1,0
MD,2008,Baltimore,240054520.00,46,2,0
MD,2008,Baltimore,240054521.00,62,2,0
MD,2008,Baltimore,240054523.00,87,2,0
MD,2008,Baltimore,240054524.00,65,5,0
MD,2008,Baltimore,240054525.00,66,1,0
MD,2008,Baltimore,240054901.00,61,1,0
MD,2008,Baltimore,240054902.00,63,2,0
MD,2008,Baltimore,240054903.01,48,2,0
MD,2008,Baltimore,240054903.02,28,0,0
MD,2008,Baltimore,240054904.00,22,0,0
MD,2008,Baltimore,240054905.00,32,1,0
MD,2008,Baltimore,240054906.01,64,1,0
MD,2008,Baltimore,240054906.02,100,3,1
MD,2008,Baltimore,240054906.03,45,1,0
MD,2008,Baltimore,240054906.05,3,0,0
MD,2008,Baltimore,240054907.01,18,0,0
MD,2008,Baltimore,240054907.03,44,1,0
MD,2008,Baltimore,240054908.00,60,1,0
MD,2008,Baltimore,240054909.00,39,0,0
MD,2008,Baltimore,240054910.00,67,0,0
MD,2008,Baltimore,240054911.00,102,3,0
MD,2008,Baltimore,240054912.01,37,1,1
MD,2008,Baltimore,240054912.02,47,2,0
MD,2008,Baltimore,240054913.00,47,1,0
MD,2008,Baltimore,240054914.01,134,3,0
MD,2008,Baltimore,240054914.02,65,3,1
MD,2008,Baltimore,240054915.00,66,2,0
MD,2008,Baltimore,240054916.00,55,1,0
MD,2008,Baltimore,240054917.01,76,3,0
MD,2008,Baltimore,240054917.02,64,0,0
MD,2008,Baltimore,240054919.00,24,0,0
MD,2008,Baltimore,240054920.01,29,1,0
MD,2008,Baltimore,240054920.02,69,0,0
MD,2008,Baltimore,240054921.01,47,2,0
MD,2008,Baltimore,240054921.02,32,0,0
MD,2008,Baltimore,240054922.00,70,3,0
MD,2008,Baltimore City,NA,1015,107,7
MD,2008,Baltimore City,245100101.00,36,1,0
MD,2008,Baltimore City,245100102.00,70,10,0
MD,2008,Baltimore City,245100103.00,27,1,0
MD,2008,Baltimore City,245100104.00,48,4,1
MD,2008,Baltimore City,245100105.00,28,7,1
MD,2008,Baltimore City,245100201.00,45,8,0
MD,2008,Baltimore City,245100202.00,62,10,2
MD,2008,Baltimore City,245100203.00,30,3,0
MD,2008,Baltimore City,245100301.00,110,11,5
MD,2008,Baltimore City,245100302.00,54,3,0
MD,2008,Baltimore City,245100401.00,48,3,0
MD,2008,Baltimore City,245100402.00,8,0,0
MD,2008,Baltimore City,245100501.00,56,2,0
MD,2008,Baltimore City,245100601.00,123,30,4
MD,2008,Baltimore City,245100602.00,136,50,11
MD,2008,Baltimore City,245100603.00,58,13,2
MD,2008,Baltimore City,245100604.00,39,3,0
MD,2008,Baltimore City,245100605.00,33,4,1
MD,2008,Baltimore City,245100701.00,154,60,15
MD,2008,Baltimore City,245100702.00,189,77,13
MD,2008,Baltimore City,245100703.00,52,20,9
MD,2008,Baltimore City,245100704.00,56,9,2
MD,2008,Baltimore City,245100801.01,108,15,1
MD,2008,Baltimore City,245100801.02,74,18,2
MD,2008,Baltimore City,245100802.00,60,18,3
MD,2008,Baltimore City,245100803.01,94,26,7
MD,2008,Baltimore City,245100803.02,104,19,3
MD,2008,Baltimore City,245100804.00,70,26,4
MD,2008,Baltimore City,245100805.00,60,27,11
MD,2008,Baltimore City,245100806.00,110,49,11
MD,2008,Baltimore City,245100807.00,38,19,7
MD,2008,Baltimore City,245100808.00,72,20,7
MD,2008,Baltimore City,245100901.00,119,27,6
MD,2008,Baltimore City,245100902.00,67,11,2
MD,2008,Baltimore City,245100903.00,89,13,2
MD,2008,Baltimore City,245100904.00,66,8,1
MD,2008,Baltimore City,245100905.00,69,14,1
MD,2008,Baltimore City,245100906.00,117,34,7
MD,2008,Baltimore City,245100907.00,108,30,3
MD,2008,Baltimore City,245100908.00,101,37,4
MD,2008,Baltimore City,245100909.00,94,29,9
MD,2008,Baltimore City,245101001.00,61,5,1
MD,2008,Baltimore City,245101002.00,114,9,2
MD,2008,Baltimore City,245101004.00,3,1,1
MD,2008,Baltimore City,245101101.00,39,2,0
MD,2008,Baltimore City,245101102.00,21,1,1
MD,2008,Baltimore City,245101201.00,70,2,0
MD,2008,Baltimore City,245101202.00,62,10,2
MD,2008,Baltimore City,245101203.00,83,21,4
MD,2008,Baltimore City,245101204.00,41,6,1
MD,2008,Baltimore City,245101205.00,46,12,1
MD,2008,Baltimore City,245101206.00,25,3,1
MD,2008,Baltimore City,245101207.00,103,22,2
MD,2008,Baltimore City,245101301.00,87,19,2
MD,2008,Baltimore City,245101302.00,130,16,2
MD,2008,Baltimore City,245101303.00,76,24,9
MD,2008,Baltimore City,245101304.00,71,29,2
MD,2008,Baltimore City,245101306.00,77,9,2
MD,2008,Baltimore City,245101307.00,84,5,1
MD,2008,Baltimore City,245101308.03,43,3,1
MD,2008,Baltimore City,245101308.04,44,6,0
MD,2008,Baltimore City,245101308.05,13,1,0
MD,2008,Baltimore City,245101308.06,21,1,0
MD,2008,Baltimore City,245101401.00,50,10,2
MD,2008,Baltimore City,245101402.00,188,21,4
MD,2008,Baltimore City,245101403.00,84,25,2
MD,2008,Baltimore City,245101501.00,165,35,4
MD,2008,Baltimore City,245101502.00,122,32,3
MD,2008,Baltimore City,245101503.00,94,30,5
MD,2008,Baltimore City,245101504.00,112,35,7
MD,2008,Baltimore City,245101505.00,32,5,0
MD,2008,Baltimore City,245101506.00,119,36,10
MD,2008,Baltimore City,245101507.01,50,12,1
MD,2008,Baltimore City,245101507.02,68,12,1
MD,2008,Baltimore City,245101508.00,121,23,3
MD,2008,Baltimore City,245101509.00,104,22,6
MD,2008,Baltimore City,245101510.00,163,23,5
MD,2008,Baltimore City,245101511.00,155,13,6
MD,2008,Baltimore City,245101512.00,148,33,8
MD,2008,Baltimore City,245101513.00,191,33,4
MD,2008,Baltimore City,245101601.00,84,29,6
MD,2008,Baltimore City,245101602.00,106,19,5
MD,2008,Baltimore City,245101603.00,46,7,1
MD,2008,Baltimore City,245101604.00,97,48,6
MD,2008,Baltimore City,245101605.00,143,39,9
MD,2008,Baltimore City,245101606.00,118,34,3
MD,2008,Baltimore City,245101607.00,234,64,6
MD,2008,Baltimore City,245101608.01,119,14,1
MD,2008,Baltimore City,245101608.02,124,24,1
MD,2008,Baltimore City,245101701.00,30,0,0
MD,2008,Baltimore City,245101702.00,128,19,4
MD,2008,Baltimore City,245101703.00,92,16,4
MD,2008,Baltimore City,245101801.00,116,11,1
MD,2008,Baltimore City,245101802.00,20,6,1
MD,2008,Baltimore City,245101803.00,49,12,4
MD,2008,Baltimore City,245101901.00,82,19,3
MD,2008,Baltimore City,245101902.00,54,22,4
MD,2008,Baltimore City,245101903.00,90,31,6
MD,2008,Baltimore City,245102001.00,72,30,7
MD,2008,Baltimore City,245102002.00,106,36,7
MD,2008,Baltimore City,245102003.00,102,38,4
MD,2008,Baltimore City,245102004.00,99,25,4
MD,2008,Baltimore City,245102005.00,125,49,5
MD,2008,Baltimore City,245102006.00,88,21,3
MD,2008,Baltimore City,245102007.01,120,18,2
MD,2008,Baltimore City,245102007.02,44,9,1
MD,2008,Baltimore City,245102008.00,82,24,2
MD,2008,Baltimore City,245102101.00,51,7,0
MD,2008,Baltimore City,245102102.00,75,19,3
MD,2008,Baltimore City,245102201.00,53,3,0
MD,2008,Baltimore City,245102301.00,61,8,0
MD,2008,Baltimore City,245102302.00,29,2,0
MD,2008,Baltimore City,245102303.00,16,2,0
MD,2008,Baltimore City,245102401.00,45,4,0
MD,2008,Baltimore City,245102402.00,40,3,0
MD,2008,Baltimore City,245102403.00,38,0,0
MD,2008,Baltimore City,245102404.00,51,3,0
MD,2008,Baltimore City,245102501.01,129,4,0
MD,2008,Baltimore City,245102501.02,80,6,1
MD,2008,Baltimore City,245102501.03,84,7,0
MD,2008,Baltimore City,245102502.03,85,8,0
MD,2008,Baltimore City,245102502.04,247,21,0
MD,2008,Baltimore City,245102502.05,172,13,0
MD,2008,Baltimore City,245102502.06,77,5,0
MD,2008,Baltimore City,245102502.07,88,9,1
MD,2008,Baltimore City,245102503.01,26,9,1
MD,2008,Baltimore City,245102503.02,69,13,1
MD,2008,Baltimore City,245102503.03,62,7,1
MD,2008,Baltimore City,245102504.01,100,16,0
MD,2008,Baltimore City,245102504.02,150,14,2
MD,2008,Baltimore City,245102505.00,145,21,0
MD,2008,Baltimore City,245102506.00,1,0,0
MD,2008,Baltimore City,245102601.01,108,7,0
MD,2008,Baltimore City,245102601.02,117,11,0
MD,2008,Baltimore City,245102602.01,152,17,5
MD,2008,Baltimore City,245102602.02,183,13,1
MD,2008,Baltimore City,245102602.03,101,6,1
MD,2008,Baltimore City,245102603.01,136,30,6
MD,2008,Baltimore City,245102603.02,157,12,2
MD,2008,Baltimore City,245102603.03,11,0,0
MD,2008,Baltimore City,245102604.01,95,8,1
MD,2008,Baltimore City,245102604.02,83,9,1
MD,2008,Baltimore City,245102604.03,50,1,0
MD,2008,Baltimore City,245102604.04,87,18,3
MD,2008,Baltimore City,245102605.01,145,12,0
MD,2008,Baltimore City,245102606.04,80,9,0
MD,2008,Baltimore City,245102606.05,133,8,0
MD,2008,Baltimore City,245102607.00,87,7,1
MD,2008,Baltimore City,245102608.00,102,15,2
MD,2008,Baltimore City,245102609.00,45,3,1
MD,2008,Baltimore City,245102610.00,130,33,4
MD,2008,Baltimore City,245102611.00,33,3,1
MD,2008,Baltimore City,245102701.01,45,7,1
MD,2008,Baltimore City,245102701.02,90,8,3
MD,2008,Baltimore City,245102702.00,36,6,1
MD,2008,Baltimore City,245102703.01,55,4,1
MD,2008,Baltimore City,245102703.02,35,3,0
MD,2008,Baltimore City,245102704.01,140,12,3
MD,2008,Baltimore City,245102704.02,74,6,1
MD,2008,Baltimore City,245102705.01,82,3,0
MD,2008,Baltimore City,245102705.02,106,6,2
MD,2008,Baltimore City,245102706.00,116,17,3
MD,2008,Baltimore City,245102707.01,78,4,1
MD,2008,Baltimore City,245102707.02,87,5,1
MD,2008,Baltimore City,245102707.03,74,6,0
MD,2008,Baltimore City,245102708.01,92,3,0
MD,2008,Baltimore City,245102708.02,142,4,0
MD,2008,Baltimore City,245102708.03,115,7,0
MD,2008,Baltimore City,245102708.04,93,3,0
MD,2008,Baltimore City,245102708.05,130,15,1
MD,2008,Baltimore City,245102709.01,95,12,3
MD,2008,Baltimore City,245102709.02,70,4,0
MD,2008,Baltimore City,245102709.03,83,7,3
MD,2008,Baltimore City,245102710.01,86,9,1
MD,2008,Baltimore City,245102710.02,123,21,8
MD,2008,Baltimore City,245102711.01,22,0,0
MD,2008,Baltimore City,245102711.02,28,3,0
MD,2008,Baltimore City,245102712.00,162,5,0
MD,2008,Baltimore City,245102713.00,53,5,1
MD,2008,Baltimore City,245102714.00,72,7,1
MD,2008,Baltimore City,245102715.01,91,1,0
MD,2008,Baltimore City,245102715.03,5,0,0
MD,2008,Baltimore City,245102716.00,203,32,4
MD,2008,Baltimore City,245102717.00,171,30,5
MD,2008,Baltimore City,245102718.01,96,15,0
MD,2008,Baltimore City,245102718.02,149,41,4
MD,2008,Baltimore City,245102719.00,100,9,1
MD,2008,Baltimore City,245102720.01,211,17,1
MD,2008,Baltimore City,245102720.02,204,4,0
MD,2008,Baltimore City,245102720.03,133,9,1
MD,2008,Baltimore City,245102801.01,96,10,1
MD,2008,Baltimore City,245102801.02,152,24,4
MD,2008,Baltimore City,245102802.00,142,21,0
MD,2008,Baltimore City,245102803.01,106,4,0
MD,2008,Baltimore City,245102803.02,65,4,0
MD,2008,Baltimore City,245102804.01,99,7,2
MD,2008,Baltimore City,245102804.02,46,7,0
MD,2008,Baltimore City,245102804.03,140,12,1
MD,2008,Baltimore City,245102804.04,73,8,0
MD,2008,Calvert,NA,165,6,0
MD,2008,Calvert,240098601.01,15,0,0
MD,2008,Calvert,240098601.02,18,0,0
MD,2008,Calvert,240098602.00,34,0,0
MD,2008,Calvert,240098603.00,22,0,0
MD,2008,Calvert,240098604.01,76,0,0
MD,2008,Calvert,240098604.02,27,0,0
MD,2008,Calvert,240098605.01,31,1,0
MD,2008,Calvert,240098605.02,21,0,0
MD,2008,Calvert,240098606.00,39,0,0
MD,2008,Calvert,240098607.01,18,1,0
MD,2008,Calvert,240098607.02,30,2,0
MD,2008,Calvert,240098607.03,16,1,0
MD,2008,Calvert,240098608.01,38,0,0
MD,2008,Calvert,240098608.02,31,1,0
MD,2008,Calvert,240098609.00,50,2,0
MD,2008,Calvert,240098610.01,5,0,0
MD,2008,Calvert,240098610.02,132,3,0
MD,2008,Caroline,NA,143,5,0
MD,2008,Caroline,240119550.00,94,3,0
MD,2008,Caroline,240119551.00,124,8,1
MD,2008,Caroline,240119552.00,89,2,0
MD,2008,Caroline,240119553.00,163,12,3
MD,2008,Caroline,240119554.00,41,4,0
MD,2008,Caroline,240119555.00,72,2,0
MD,2008,Caroline,240119556.00,126,17,3
MD,2008,Carroll,NA,129,11,1
MD,2008,Carroll,240135010.00,146,6,1
MD,2008,Carroll,240135020.00,42,2,0
MD,2008,Carroll,240135030.00,31,4,0
MD,2008,Carroll,240135041.00,29,0,0
MD,2008,Carroll,240135042.01,24,1,0
MD,2008,Carroll,240135042.02,30,1,0
MD,2008,Carroll,240135051.01,26,0,0
MD,2008,Carroll,240135051.02,25,1,1
MD,2008,Carroll,240135052.02,45,1,0
MD,2008,Carroll,240135052.03,9,0,0
MD,2008,Carroll,240135052.04,34,0,0
MD,2008,Carroll,240135061.00,64,1,0
MD,2008,Carroll,240135062.00,35,2,0
MD,2008,Carroll,240135075.00,33,0,0
MD,2008,Carroll,240135076.01,50,1,0
MD,2008,Carroll,240135076.02,14,1,0
MD,2008,Carroll,240135077.01,84,2,1
MD,2008,Carroll,240135077.02,37,3,1
MD,2008,Carroll,240135078.01,68,0,0
MD,2008,Carroll,240135078.02,24,1,1
MD,2008,Carroll,240135081.00,70,1,0
MD,2008,Carroll,240135082.00,39,2,0
MD,2008,Carroll,240135090.00,29,1,0
MD,2008,Carroll,240135100.00,19,3,0
MD,2008,Carroll,240135110.00,44,1,0
MD,2008,Carroll,240135120.00,15,2,1
MD,2008,Carroll,240135130.00,85,1,1
MD,2008,Carroll,240135141.00,12,0,0
MD,2008,Carroll,240135142.01,19,0,0
MD,2008,Carroll,240135142.02,32,0,0
MD,2008,Cecil,NA,206,12,0
MD,2008,Cecil,240150301.00,30,2,0
MD,2008,Cecil,240150302.00,40,3,0
MD,2008,Cecil,240150304.00,66,3,1
MD,2008,Cecil,240150305.01,32,3,0
MD,2008,Cecil,240150305.03,53,0,0
MD,2008,Cecil,240150305.04,173,1,0
MD,2008,Cecil,240150306.01,35,1,0
MD,2008,Cecil,240150306.02,69,3,1
MD,2008,Cecil,240150307.00,31,3,2
MD,2008,Cecil,240150309.01,131,3,1
MD,2008,Cecil,240150309.03,63,2,0
MD,2008,Cecil,240150309.04,66,2,0
MD,2008,Cecil,240150312.01,66,3,1
MD,2008,Cecil,240150312.02,75,3,0
MD,2008,Cecil,240150313.00,85,3,0
MD,2008,Cecil,240150314.00,44,1,0
MD,2008,Charles,NA,308,4,0
MD,2008,Charles,240178501.00,98,5,0
MD,2008,Charles,240178502.01,9,1,0
MD,2008,Charles,240178502.02,95,5,0
MD,2008,Charles,240178503.00,20,1,0
MD,2008,Charles,240178504.00,62,2,0
MD,2008,Charles,240178505.00,28,0,0
MD,2008,Charles,240178506.00,43,0,0
MD,2008,Charles,240178507.01,111,2,0
MD,2008,Charles,240178507.02,228,2,0
MD,2008,Charles,240178507.04,145,2,1
MD,2008,Charles,240178507.05,94,1,0
MD,2008,Charles,240178508.01,41,0,0
MD,2008,Charles,240178508.02,49,0,0
MD,2008,Charles,240178509.01,116,2,0
MD,2008,Charles,240178509.02,94,2,0
MD,2008,Charles,240178509.04,44,0,0
MD,2008,Charles,240178509.05,61,0,0
MD,2008,Charles,240178509.06,91,1,0
MD,2008,Charles,240178510.01,27,0,0
MD,2008,Charles,240178510.02,86,1,0
MD,2008,Charles,240178511.00,20,0,0
MD,2008,Charles,240178512.00,40,1,0
MD,2008,Charles,240178513.00,65,3,0
MD,2008,Charles,240178514.00,57,0,0
MD,2008,Dorchester,NA,146,8,1
MD,2008,Dorchester,240199701.00,27,2,1
