state,year,county,tract,tested,BLL_geq_5,BLL_geq_10
MD,2011,Montgomery,240317003.04,85,2,0
MD,2011,Montgomery,240317003.06,88,2,1
MD,2011,Montgomery,240317003.08,67,0,0
MD,2011,Montgomery,240317003.09,84,0,0
MD,2011,Montgomery,240317003.10,93,1,0
MD,2011,Montgomery,240317004.00,17,1,1
MD,2011,Montgomery,240317005.00,41,0,0
MD,2011,Montgomery,240317006.04,38,0,0
MD,2011,Montgomery,240317006.05,67,0,0
MD,2011,Montgomery,240317006.06,37,0,0
MD,2011,Montgomery,240317006.07,55,2,1
MD,2011,Montgomery,240317006.08,37,0,0
MD,2011,Montgomery,240317006.09,177,3,0
MD,2011,Montgomery,240317006.10,21,1,1
MD,2011,Montgomery,240317007.04,71,0,0
MD,2011,Montgomery,240317007.05,211,2,2
MD,2011,Montgomery,240317007.06,97,2,0
MD,2011,Montgomery,240317007.08,401,3,1
MD,2011,Montgomery,240317007.10,143,0,0
MD,2011,Montgomery,240317007.11,93,0,0
MD,2011,Montgomery,240317007.12,129,0,0
MD,2011,Montgomery,240317007.13,183,3,1
MD,2011,Montgomery,240317007.14,185,1,0
MD,2011,Montgomery,240317007.15,122,1,0
MD,2011,Montgomery,240317007.16,129,1,0
MD,2011,Montgomery,240317008.05,155,1,0
MD,2011,Montgomery,240317008.06,171,1,0
MD,2011,Montgomery,240317008.08,209,0,0
MD,2011,Montgomery,240317008.09,133,1,0
MD,2011,Montgomery,240317008.10,97,0,0
MD,2011,Montgomery,240317008.11,89,2,0
MD,2011,Montgomery,240317008.12,71,0,0
MD,2011,Montgomery,240317008.13,109,1,0
MD,2011,Montgomery,240317008.15,149,2,0
MD,2011,Montgomery,240317008.16,262,11,5
MD,2011,Montgomery,240317008.17,62,0,0
MD,2011,Montgomery,240317008.18,141,1,0
MD,2011,Montgomery,240317008.19,104,1,0
MD,2011,Montgomery,240317009.01,51,0,0
MD,2011,Montgomery,240317009.02,74,1,0
MD,2011,Montgomery,240317009.03,69,0,0
MD,2011,Montgomery,240317009.04,45,2,1
MD,2011,Montgomery,240317009.05,78,3,0
MD,2011,Montgomery,240317010.01,74,2,1
MD,2011,Montgomery,240317010.02,27,0,0
MD,2011,Montgomery,240317010.03,84,0,0
MD,2011,Montgomery,240317010.04,54,0,0
MD,2011,Montgomery,240317010.05,56,1,0
MD,2011,Montgomery,240317011.01,99,1,0
MD,2011,Montgomery,240317011.02,149,2,0
MD,2011,Montgomery,240317012.01,112,1,1
MD,2011,Montgomery,240317012.02,26,2,0
MD,2011,Montgomery,240317012.04,145,1,0
MD,2011,Montgomery,240317012.05,42,0,0
MD,2011,Montgomery,240317012.06,40,0,0
MD,2011,Montgomery,240317012.09,48,1,0
MD,2011,Montgomery,240317012.10,28,0,0
MD,2011,Montgomery,240317012.11,80,1,0
MD,2011,Montgomery,240317012.12,21,0,0
MD,2011,Montgomery,240317012.13,70,1,1
MD,2011,Montgomery,240317012.14,30,0,0
MD,2011,Montgomery,240317012.15,56,0,0
MD,2011,Montgomery,240317013.03,24,0,0
MD,2011,Montgomery,240317013.04,42,0,0
MD,2011,Montgomery,240317013.06,15,0,0
MD,2011,Montgomery,240317013.07,24,0,0
MD,2011,Montgomery,240317013.08,21,0,0
MD,2011,Montgomery,240317013.09,66,0,0
MD,2011,Montgomery,240317013.10,53,0,0
MD,2011,Montgomery,240317013.12,47,0,0
MD,2011,Montgomery,240317013.13,39,0,0
MD,2011,Montgomery,240317014.07,46,0,0
MD,2011,Montgomery,240317014.08,60,2,1
MD,2011,Montgomery,240317014.09,37,1,0
MD,2011,Montgomery,240317014.10,129,1,0
MD,2011,Montgomery,240317014.12,175,1,0
MD,2011,Montgomery,240317014.14,137,2,1
MD,2011,Montgomery,240317014.15,139,3,0
MD,2011,Montgomery,240317014.16,215,1,1
MD,2011,Montgomery,240317014.17,97,0,0
MD,2011,Montgomery,240317015.03,103,0,0
MD,2011,Montgomery,240317015.04,362,4,0
MD,2011,Montgomery,240317015.05,153,5,1
MD,2011,Montgomery,240317015.06,82,2,0
MD,2011,Montgomery,240317015.07,57,0,0
MD,2011,Montgomery,240317016.00,420,8,2
MD,2011,Montgomery,240317017.01,83,3,1
MD,2011,Montgomery,240317017.02,74,0,0
MD,2011,Montgomery,240317017.03,112,0,0
MD,2011,Montgomery,240317017.04,84,7,1
MD,2011,Montgomery,240317018.00,149,3,1
MD,2011,Montgomery,240317019.00,158,1,0
MD,2011,Montgomery,240317020.00,385,7,2
MD,2011,Montgomery,240317021.01,174,0,0
MD,2011,Montgomery,240317021.02,117,0,0
MD,2011,Montgomery,240317022.00,141,1,1
MD,2011,Montgomery,240317023.01,192,2,0
MD,2011,Montgomery,240317023.02,135,2,0
MD,2011,Montgomery,240317024.01,68,0,0
MD,2011,Montgomery,240317024.02,140,2,0
MD,2011,Montgomery,240317025.00,104,2,0
MD,2011,Montgomery,240317026.01,72,0,0
MD,2011,Montgomery,240317026.02,86,2,0
MD,2011,Montgomery,240317027.00,254,2,1
MD,2011,Montgomery,240317028.00,88,1,0
MD,2011,Montgomery,240317029.00,112,2,1
MD,2011,Montgomery,240317030.00,60,1,0
MD,2011,Montgomery,240317031.00,150,2,0
MD,2011,Montgomery,240317032.01,132,0,0
MD,2011,Montgomery,240317032.02,56,0,0
MD,2011,Montgomery,240317032.03,44,0,0
MD,2011,Montgomery,240317032.06,72,0,0
MD,2011,Montgomery,240317032.07,196,3,0
MD,2011,Montgomery,240317032.08,75,1,0
MD,2011,Montgomery,240317032.09,142,1,0
MD,2011,Montgomery,240317032.10,89,1,0
MD,2011,Montgomery,240317032.11,156,0,0
MD,2011,Montgomery,240317032.12,151,0,0
MD,2011,Montgomery,240317032.13,206,1,0
MD,2011,Montgomery,240317032.14,308,1,0
MD,2011,Montgomery,240317032.15,75,3,0
MD,2011,Montgomery,240317033.01,132,1,0
MD,2011,Montgomery,240317033.02,132,0,0
MD,2011,Montgomery,240317034.01,161,1,0
MD,2011,Montgomery,240317034.02,119,0,0
MD,2011,Montgomery,240317034.03,134,0,0
MD,2011,Montgomery,240317034.04,117,0,0
MD,2011,Montgomery,240317035.01,204,2,0
MD,2011,Montgomery,240317035.02,58,1,0
MD,2011,Montgomery,240317036.01,91,1,1
MD,2011,Montgomery,240317036.02,59,0,0
MD,2011,Montgomery,240317037.01,143,2,0
MD,2011,Montgomery,240317037.02,116,1,0
MD,2011,Montgomery,240317038.00,79,1,0
MD,2011,Montgomery,240317039.01,70,1,0
MD,2011,Montgomery,240317039.02,184,0,0
MD,2011,Montgomery,240317040.00,182,5,0
MD,2011,Montgomery,240317041.00,43,0,0
MD,2011,Montgomery,240317042.00,23,1,0
MD,2011,Montgomery,240317043.00,52,0,0
MD,2011,Montgomery,240317044.01,31,1,0
MD,2011,Montgomery,240317044.02,78,0,0
MD,2011,Montgomery,240317045.01,37,0,0
MD,2011,Montgomery,240317045.02,25,0,0
MD,2011,Montgomery,240317045.03,60,1,0
MD,2011,Montgomery,240317046.00,88,1,0
MD,2011,Montgomery,240317047.00,61,0,0
MD,2011,Montgomery,240317048.01,53,0,0
MD,2011,Montgomery,240317048.02,64,0,0
MD,2011,Montgomery,240317050.00,85,0,0
MD,2011,Montgomery,240317051.00,69,0,0
MD,2011,Montgomery,240317052.00,53,1,0
MD,2011,Montgomery,240317053.00,40,0,0
MD,2011,Montgomery,240317054.00,57,0,0
MD,2011,Montgomery,240317055.00,109,2,1
MD,2011,Montgomery,240317056.01,93,0,0
MD,2011,Montgomery,240317056.02,60,0,0
MD,2011,Montgomery,240317057.01,96,2,0
MD,2011,Montgomery,240317057.02,102,2,0
MD,2011,Montgomery,240317058.00,96,0,0
MD,2011,Montgomery,240317059.01,51,1,0
MD,2011,Montgomery,240317059.02,61,2,1
MD,2011,Montgomery,240317059.03,66,0,0
MD,2011,Montgomery,240317060.03,68,0,0
MD,2011,Montgomery,240317060.04,64,0,0
MD,2011,Montgomery,240317060.05,15,0,0
MD,2011,Montgomery,240317060.07,49,0,0
MD,2011,Montgomery,240317060.08,41,0,0
MD,2011,Montgomery,240317060.09,47,2,1
MD,2011,Prince George's,NA,2228,25,0
MD,2011,Prince George's,240338001.02,39,0,0
MD,2011,Prince George's,240338001.03,63,2,1
MD,2011,Prince George's,240338001.05,84,3,0
MD,2011,Prince George's,240338001.06,48,0,0
MD,2011,Prince George's,240338001.07,215,4,0
MD,2011,Prince George's,240338002.02,131,0,0
MD,2011,Prince George's,240338002.03,35,0,0
MD,2011,Prince George's,240338002.06,68,1,0
MD,2011,Prince George's,240338002.07,129,0,0
MD,2011,Prince George's,240338002.08,124,1,0
MD,2011,Prince George's,240338002.09,112,0,0
MD,2011,Prince George's,240338002.10,104,1,0
MD,2011,Prince George's,240338002.11,54,0,0
MD,2011,Prince George's,240338004.01,22,0,0
MD,2011,Prince George's,240338004.02,42,1,0
MD,2011,Prince George's,240338004.03,33,0,0
MD,2011,Prince George's,240338004.06,137,1,0
MD,2011,Prince George's,240338004.07,195,8,2
MD,2011,Prince George's,240338004.08,111,1,1
MD,2011,Prince George's,240338004.09,75,0,0
MD,2011,Prince George's,240338005.03,140,1,0
MD,2011,Prince George's,240338005.04,40,1,0
MD,2011,Prince George's,240338005.05,21,0,0
MD,2011,Prince George's,240338005.07,26,0,0
MD,2011,Prince George's,240338005.08,89,2,1
MD,2011,Prince George's,240338005.09,121,3,0
MD,2011,Prince George's,240338005.10,117,2,0
MD,2011,Prince George's,240338005.11,82,2,0
MD,2011,Prince George's,240338005.12,97,0,0
MD,2011,Prince George's,240338006.01,19,0,0
MD,2011,Prince George's,240338006.03,132,2,0
MD,2011,Prince George's,240338006.04,21,1,0
MD,2011,Prince George's,240338006.05,37,1,1
MD,2011,Prince George's,240338006.06,57,2,1
MD,2011,Prince George's,240338007.01,58,1,0
MD,2011,Prince George's,240338007.02,62,0,0
MD,2011,Prince George's,240338007.03,110,2,0
MD,2011,Prince George's,240338008.00,24,0,0
MD,2011,Prince George's,240338009.00,7,0,0
MD,2011,Prince George's,240338010.01,93,2,1
MD,2011,Prince George's,240338010.02,90,0,0
MD,2011,Prince George's,240338011.04,14,0,0
MD,2011,Prince George's,240338012.02,94,2,0
MD,2011,Prince George's,240338012.03,103,2,0
MD,2011,Prince George's,240338012.04,116,1,0
MD,2011,Prince George's,240338012.05,66,0,0
MD,2011,Prince George's,240338012.06,115,2,0
MD,2011,Prince George's,240338012.07,62,0,0
MD,2011,Prince George's,240338013.01,157,1,0
MD,2011,Prince George's,240338013.02,24,0,0
MD,2011,Prince George's,240338013.05,71,0,0
MD,2011,Prince George's,240338013.06,80,0,0
MD,2011,Prince George's,240338013.07,23,2,0
MD,2011,Prince George's,240338013.08,45,1,0
MD,2011,Prince George's,240338013.09,23,0,0
MD,2011,Prince George's,240338014.02,95,0,0
MD,2011,Prince George's,240338014.03,78,1,0
MD,2011,Prince George's,240338014.04,46,0,0
MD,2011,Prince George's,240338014.05,86,2,1
MD,2011,Prince George's,240338014.06,45,0,0
MD,2011,Prince George's,240338014.07,89,0,0
MD,2011,Prince George's,240338015.00,31,0,0
MD,2011,Prince George's,240338016.00,74,1,0
MD,2011,Prince George's,240338017.01,76,0,0
MD,2011,Prince George's,240338017.02,74,3,1
MD,2011,Prince George's,240338017.04,100,0,0
MD,2011,Prince George's,240338017.06,32,0,0
MD,2011,Prince George's,240338017.07,138,4,0
MD,2011,Prince George's,240338017.08,53,2,0
MD,2011,Prince George's,240338018.01,28,0,0
MD,2011,Prince George's,240338018.02,72,2,1
MD,2011,Prince George's,240338018.04,20,0,0
MD,2011,Prince George's,240338018.05,28,1,0
MD,2011,Prince George's,240338018.07,60,0,0
MD,2011,Prince George's,240338018.08,49,0,0
MD,2011,Prince George's,240338019.01,67,0,0
MD,2011,Prince George's,240338019.02,105,3,1
MD,2011,Prince George's,240338019.04,79,1,0
MD,2011,Prince George's,240338019.05,61,0,0
MD,2011,Prince George's,240338019.06,41,0,0
MD,2011,Prince George's,240338020.01,132,1,0
MD,2011,Prince George's,240338020.02,64,1,0
MD,2011,Prince George's,240338021.03,55,1,0
MD,2011,Prince George's,240338021.04,24,0,0
MD,2011,Prince George's,240338021.05,161,0,0
MD,2011,Prince George's,240338022.01,31,1,0
MD,2011,Prince George's,240338022.03,69,1,0
MD,2011,Prince George's,240338022.04,110,0,0
MD,2011,Prince George's,240338023.01,66,0,0
MD,2011,Prince George's,240338024.03,104,1,1
MD,2011,Prince George's,240338024.04,112,2,0
MD,2011,Prince George's,240338024.05,74,1,1
MD,2011,Prince George's,240338024.06,50,1,0
MD,2011,Prince George's,240338025.01,49,1,0
MD,2011,Prince George's,240338025.02,35,1,0
MD,2011,Prince George's,240338026.00,67,0,0
MD,2011,Prince George's,240338027.00,88,1,0
MD,2011,Prince George's,240338028.03,110,3,0
MD,2011,Prince George's,240338028.04,128,1,0
MD,2011,Prince George's,240338028.05,108,1,1
MD,2011,Prince George's,240338029.01,95,2,1
MD,2011,Prince George's,240338030.01,47,0,0
MD,2011,Prince George's,240338030.02,43,0,0
MD,2011,Prince George's,240338031.00,54,0,0
MD,2011,Prince George's,240338032.00,69,0,0
MD,2011,Prince George's,240338033.00,116,3,0
MD,2011,Prince George's,240338034.01,22,1,0
MD,2011,Prince George's,240338034.02,129,1,0
MD,2011,Prince George's,240338035.05,117,1,0
MD,2011,Prince George's,240338035.08,147,2,0
MD,2011,Prince George's,240338035.09,119,2,0
MD,2011,Prince George's,240338035.12,110,2,0
MD,2011,Prince George's,240338035.13,61,1,0
MD,2011,Prince George's,240338035.14,65,0,0
MD,2011,Prince George's,240338035.15,120,2,1
MD,2011,Prince George's,240338035.16,68,1,0
MD,2011,Prince George's,240338035.17,109,1,0
MD,2011,Prince George's,240338035.18,136,2,0
MD,2011,Prince George's,240338035.19,40,0,0
MD,2011,Prince George's,240338036.01,53,0,0
MD,2011,Prince George's,240338036.02,57,1,0
MD,2011,Prince George's,240338036.05,193,7,2
MD,2011,Prince George's,240338036.06,149,5,1
MD,2011,Prince George's,240338036.07,76,3,1
MD,2011,Prince George's,240338036.08,160,9,0
MD,2011,Prince George's,240338036.10,102,1,0
MD,2011,Prince George's,240338036.12,79,2,1
MD,2011,Prince George's,240338036.13,205,3,1
MD,2011,Prince George's,240338037.00,84,0,0
MD,2011,Prince George's,240338038.01,83,0,0
MD,2011,Prince George's,240338038.03,183,1,0
MD,2011,Prince George's,240338039.00,215,3,1
MD,2011,Prince George's,240338040.01,165,0,0
MD,2011,Prince George's,240338040.02,159,5,0
MD,2011,Prince George's,240338041.01,88,3,0
MD,2011,Prince George's,240338041.02,189,6,0
MD,2011,Prince George's,240338042.00,57,1,0
MD,2011,Prince George's,240338043.00,104,4,1
MD,2011,Prince George's,240338044.00,82,5,2
MD,2011,Prince George's,240338046.00,74,2,1
MD,2011,Prince George's,240338047.00,89,3,2
MD,2011,Prince George's,240338048.00,135,4,0
MD,2011,Prince George's,240338049.00,86,1,0
MD,2011,Prince George's,240338050.00,117,2,1
MD,2011,Prince George's,240338051.01,164,3,0
MD,2011,Prince George's,240338052.01,131,1,0
MD,2011,Prince George's,240338052.02,113,4,0
MD,2011,Prince George's,240338055.00,140,1,0
MD,2011,Prince George's,240338056.01,350,4,1
MD,2011,Prince George's,240338056.02,342,5,1
MD,2011,Prince George's,240338057.00,253,3,0
MD,2011,Prince George's,240338058.01,166,2,0
MD,2011,Prince George's,240338058.02,158,3,0
MD,2011,Prince George's,240338059.01,231,4,1
MD,2011,Prince George's,240338059.04,96,0,0
MD,2011,Prince George's,240338059.05,263,5,0
MD,2011,Prince George's,240338060.00,158,0,0
MD,2011,Prince George's,240338061.00,112,5,2
MD,2011,Prince George's,240338062.00,99,1,1
MD,2011,Prince George's,240338063.00,55,3,0
MD,2011,Prince George's,240338064.00,58,0,0
MD,2011,Prince George's,240338065.01,201,3,1
MD,2011,Prince George's,240338066.01,195,2,0
MD,2011,Prince George's,240338066.02,194,8,1
MD,2011,Prince George's,240338067.03,250,3,0
MD,2011,Prince George's,240338067.06,78,1,0
MD,2011,Prince George's,240338067.08,66,2,0
MD,2011,Prince George's,240338067.10,101,1,0
MD,2011,Prince George's,240338067.11,104,2,0
MD,2011,Prince George's,240338067.12,45,0,0
MD,2011,Prince George's,240338068.00,82,0,0
MD,2011,Prince George's,240338069.00,99,2,0
MD,2011,Prince George's,240338070.00,70,0,0
MD,2011,Prince George's,240338071.02,61,1,0
MD,2011,Prince George's,240338072.00,12,0,0
MD,2011,Prince George's,240338073.01,56,0,0
MD,2011,Prince George's,240338073.04,43,0,0
MD,2011,Prince George's,240338073.05,76,1,0
MD,2011,Prince George's,240338074.04,123,0,0
MD,2011,Prince George's,240338074.05,91,1,0
MD,2011,Prince George's,240338074.06,225,4,0
MD,2011,Prince George's,240338074.07,105,0,0
MD,2011,Prince George's,240338074.08,106,3,0
MD,2011,Queen Anne's,NA,97,4,0
MD,2011,Queen Anne's,240358101.00,39,0,0
MD,2011,Queen Anne's,240358102.00,30,0,0
MD,2011,Queen Anne's,240358103.00,41,0,0
MD,2011,Queen Anne's,240358104.00,39,1,1
MD,2011,Queen Anne's,240358105.00,53,3,1
MD,2011,Queen Anne's,240358106.00,32,0,0
MD,2011,Queen Anne's,240358107.00,42,0,0
MD,2011,Queen Anne's,240358108.00,23,1,0
MD,2011,Queen Anne's,240358109.00,40,0,0
MD,2011,Queen Anne's,240358110.00,39,0,0
MD,2011,Saint Mary's,NA,517,8,0
MD,2011,Saint Mary's,240379950.00,73,1,0
MD,2011,Saint Mary's,240379951.00,56,0,0
MD,2011,Saint Mary's,240379952.00,116,1,0
MD,2011,Saint Mary's,240379953.00,23,0,0
MD,2011,Saint Mary's,240379954.00,53,0,0
MD,2011,Saint Mary's,240379955.00,59,1,0
MD,2011,Saint Mary's,240379956.00,65,1,0
MD,2011,Saint Mary's,240379957.00,64,1,0
MD,2011,Saint Mary's,240379958.01,9,0,0
MD,2011,Saint Mary's,240379958.02,33,0,0
MD,2011,Saint Mary's,240379959.00,218,3,0
MD,2011,Saint Mary's,240379960.01,84,3,0
MD,2011,Saint Mary's,240379960.02,131,1,0
MD,2011,Saint Mary's,240379961.00,50,0,0
MD,2011,Saint Mary's,240379962.00,51,0,0
MD,2011,Somerset,NA,79,0,0
MD,2011,Somerset,240399801.01,179,4,0
MD,2011,Somerset,240399801.02,62,1,0
MD,2011,Somerset,240399802.00,21,0,0
MD,2011,Somerset,240399803.00,42,2,0
MD,2011,Somerset,240399805.00,74,1,0
MD,2011,Somerset,240399806.00,92,4,2
MD,2011,Talbot,NA,132,2,0
MD,2011,Talbot,240419601.00,39,1,0
MD,2011,Talbot,240419602.00,45,0,0
MD,2011,Talbot,240419603.00,62,2,0
MD,2011,Talbot,240419604.00,164,11,4
MD,2011,Talbot,240419605.00,113,0,0
MD,2011,Talbot,240419606.00,17,0,0
MD,2011,Talbot,240419607.00,29,0,0
MD,2011,Talbot,240419608.00,6,0,0
MD,2011,Talbot,240419609.00,48,2,0
MD,2011,Washington,NA,377,15,0
MD,2011,Washington,240430001.00,62,5,0
MD,2011,Washington,240430002.00,75,3,0
MD,2011,Washington,240430003.01,74,7,0
MD,2011,Washington,240430003.02,87,11,1
MD,2011,Washington,240430004.00,65,7,0
MD,2011,Washington,240430005.00,152,12,4
MD,2011,Washington,240430006.01,57,4,0
MD,2011,Washington,240430006.02,67,2,0
MD,2011,Washington,240430007.00,85,9,1
MD,2011,Washington,240430008.00,73,8,1
MD,2011,Washington,240430009.00,79,6,0
MD,2011,Washington,240430010.01,120,12,0
MD,2011,Washington,240430010.02,73,3,0
MD,2011,Washington,240430101.00,23,3,0
MD,2011,Washington,240430102.00,48,4,0
MD,2011,Washington,240430103.00,138,7,0
MD,2011,Washington,240430104.00,93,4,1
MD,2011,Washington,240430105.00,69,2,0
MD,2011,Washington,240430106.00,69,4,1
MD,2011,Washington,240430107.00,63,2,0
MD,2011,Washington,240430108.01,53,9,0
MD,2011,Washington,240430108.02,34,3,0
MD,2011,Washington,240430109.00,97,3,1
MD,2011,Washington,240430111.00,86,4,0
MD,2011,Washington,240430112.01,177,8,0
MD,2011,Washington,240430112.02,33,2,0
MD,2011,Washington,240430113.01,74,4,1
MD,2011,Washington,240430113.02,32,1,0
MD,2011,Washington,240430114.00,40,0,0
MD,2011,Washington,240430115.00,89,2,1
MD,2011,Washington,240430116.00,27,0,0
MD,2011,Wicomico,NA,357,6,0
MD,2011,Wicomico,240450001.00,195,10,2
MD,2011,Wicomico,240450002.00,56,4,0
MD,2011,Wicomico,240450003.00,46,3,0
MD,2011,Wicomico,240450004.00,86,0,0
MD,2011,Wicomico,240450005.00,81,2,0
MD,2011,Wicomico,240450101.01,130,2,1
MD,2011,Wicomico,240450101.02,68,1,0
MD,2011,Wicomico,240450102.00,189,5,0
MD,2011,Wicomico,240450103.00,141,2,0
MD,2011,Wicomico,240450104.00,76,2,0
MD,2011,Wicomico,240450105.00,172,2,0
MD,2011,Wicomico,240450106.02,148,4,0
MD,2011,Wicomico,240450106.03,77,0,0
MD,2011,Wicomico,240450106.04,103,2,0
MD,2011,Wicomico,240450107.01,55,0,0
MD,2011,Wicomico,240450107.02,157,4,2
MD,2011,Wicomico,240450108.00,78,2,0
MD,2011,Worcester,NA,159,2,0
MD,2011,Worcester,240479901.00,58,0,0
MD,2011,Worcester,240479902.00,62,0,0
MD,2011,Worcester,240479903.00,77,0,0
MD,2011,Worcester,240479904.00,21,0,0
MD,2011,Worcester,240479905.00,64,0,0
MD,2011,Worcester,240479906.00,54,0,0
MD,2011,Worcester,240479907.00,94,0,0
MD,2011,Worcester,240479908.00,50,1,0
MD,2011,Worcester,240479909.00,39,1,0
MD,2011,Worcester,240479910.00,53,2,0
MD,2011,Worcester,240479911.00,146,5,2
MD,2012,Allegany,NA,179,5,0
MD,2012,Allegany,240010001.00,48,0,0
MD,2012,Allegany,240010002.00,35,2,1
MD,2012,Allegany,240010003.00,49,7,2
MD,2012,Allegany,240010004.00,81,9,0
MD,2012,Allegany,240010005.00,57,7,4
MD,2012,Allegany,240010006.00,72,5,0
MD,2012,Allegany,240010007.00,81,5,0
MD,2012,Allegany,240010008.00,55,3,2
MD,2012,Allegany,240010010.00,58,5,1
MD,2012,Allegany,240010011.00,25,1,0
MD,2012,Allegany,240010012.00,54,1,0
MD,2012,Allegany,240010013.00,43,0,0
MD,2012,Allegany,240010014.01,67,1,0
MD,2012,Allegany,240010014.02,24,1,0
MD,2012,Allegany,240010015.02,5,0,0
MD,2012,Allegany,240010015.03,23,1,0
MD,2012,Allegany,240010016.00,29,1,1
MD,2012,Allegany,240010017.00,65,0,0
MD,2012,Allegany,240010018.00,44,1,0
MD,2012,Allegany,240010019.00,19,0,0
MD,2012,Allegany,240010020.00,98,2,1
MD,2012,Allegany,240010021.00,43,4,0
MD,2012,Allegany,240010022.00,66,5,0
MD,2012,Anne Arundel,NA,927,7,0
MD,2012,Anne Arundel,240037011.01,20,0,0
MD,2012,Anne Arundel,240037011.02,94,0,0
MD,2012,Anne Arundel,240037012.00,72,2,0
MD,2012,Anne Arundel,240037013.00,54,0,0
MD,2012,Anne Arundel,240037014.00,22,0,0
MD,2012,Anne Arundel,240037021.00,62,2,0
MD,2012,Anne Arundel,240037022.01,118,2,0
MD,2012,Anne Arundel,240037022.02,213,3,0
MD,2012,Anne Arundel,240037022.03,18,0,0
MD,2012,Anne Arundel,240037023.00,39,1,0
MD,2012,Anne Arundel,240037024.01,19,0,0
MD,2012,Anne Arundel,240037024.02,28,0,0
MD,2012,Anne Arundel,240037025.00,163,1,0
MD,2012,Anne Arundel,240037026.01,62,0,0
MD,2012,Anne Arundel,240037026.02,44,0,0
MD,2012,Anne Arundel,240037027.00,75,0,0
MD,2012,Anne Arundel,240037028.00,2,0,0
MD,2012,Anne Arundel,240037061.01,34,0,0
MD,2012,Anne Arundel,240037063.00,111,0,0
MD,2012,Anne Arundel,240037064.01,176,1,0
MD,2012,Anne Arundel,240037064.02,59,0,0
MD,2012,Anne Arundel,240037065.00,87,1,0
MD,2012,Anne Arundel,240037066.00,111,0,0
MD,2012,Anne Arundel,240037067.00,22,0,0
MD,2012,Anne Arundel,240037070.01,54,2,0
MD,2012,Anne Arundel,240037070.02,46,0,0
MD,2012,Anne Arundel,240037080.00,90,0,0
MD,2012,Anne Arundel,240037301.00,130,1,0
MD,2012,Anne Arundel,240037302.03,151,3,0
MD,2012,Anne Arundel,240037302.04,100,0,0
MD,2012,Anne Arundel,240037303.00,76,2,0
MD,2012,Anne Arundel,240037304.01,106,1,0
MD,2012,Anne Arundel,240037304.02,134,1,0
MD,2012,Anne Arundel,240037305.02,130,2,0
MD,2012,Anne Arundel,240037305.03,214,3,0
MD,2012,Anne Arundel,240037305.04,147,4,0
MD,2012,Anne Arundel,240037306.01,45,0,0
MD,2012,Anne Arundel,240037306.03,48,3,2
MD,2012,Anne Arundel,240037306.04,56,0,0
MD,2012,Anne Arundel,240037307.00,52,0,0
MD,2012,Anne Arundel,240037308.00,7,0,0
MD,2012,Anne Arundel,240037309.01,23,1,0
MD,2012,Anne Arundel,240037309.02,20,1,1
MD,2012,Anne Arundel,240037310.01,51,1,0
MD,2012,Anne Arundel,240037310.02,21,0,0
MD,2012,Anne Arundel,240037311.01,76,1,0
MD,2012,Anne Arundel,240037311.02,72,0,0
MD,2012,Anne Arundel,240037311.03,48,1,0
MD,2012,Anne Arundel,240037312.01,43,1,0
MD,2012,Anne Arundel,240037312.02,64,1,0
MD,2012,Anne Arundel,240037312.03,62,1,0
MD,2012,Anne Arundel,240037312.04,60,0,0
MD,2012,Anne Arundel,240037313.03,51,0,0
MD,2012,Anne Arundel,240037313.06,64,0,0
MD,2012,Anne Arundel,240037313.07,95,0,0
MD,2012,Anne Arundel,240037313.08,27,0,0
MD,2012,Anne Arundel,240037313.09,85,0,0
MD,2012,Anne Arundel,240037313.10,74,0,0
MD,2012,Anne Arundel,240037313.11,175,0,0
MD,2012,Anne Arundel,240037401.02,75,1,0
MD,2012,Anne Arundel,240037401.03,105,3,1
MD,2012,Anne Arundel,240037401.04,127,2,0
MD,2012,Anne Arundel,240037401.05,92,0,0
MD,2012,Anne Arundel,240037402.01,172,0,0
MD,2012,Anne Arundel,240037402.02,29,0,0
MD,2012,Anne Arundel,240037402.03,50,0,0
MD,2012,Anne Arundel,240037403.01,243,2,0
MD,2012,Anne Arundel,240037403.03,66,0,0
MD,2012,Anne Arundel,240037405.00,321,3,0
MD,2012,Anne Arundel,240037406.01,62,0,0
MD,2012,Anne Arundel,240037406.02,58,0,0
MD,2012,Anne Arundel,240037406.03,28,0,0
MD,2012,Anne Arundel,240037407.00,184,1,0
MD,2012,Anne Arundel,240037408.00,43,1,0
MD,2012,Anne Arundel,240037409.00,77,1,0
MD,2012,Anne Arundel,240037410.00,24,1,0
MD,2012,Anne Arundel,240037501.01,115,2,0
MD,2012,Anne Arundel,240037501.02,57,0,0
MD,2012,Anne Arundel,240037502.01,48,0,0
MD,2012,Anne Arundel,240037502.02,47,1,0
MD,2012,Anne Arundel,240037502.03,35,1,0
MD,2012,Anne Arundel,240037503.00,32,0,0
MD,2012,Anne Arundel,240037504.00,66,2,0
MD,2012,Anne Arundel,240037505.00,50,0,0
MD,2012,Anne Arundel,240037506.00,3,0,0
MD,2012,Anne Arundel,240037507.00,7,0,0
MD,2012,Anne Arundel,240037508.01,122,2,0
MD,2012,Anne Arundel,240037508.03,209,3,1
MD,2012,Anne Arundel,240037508.04,92,1,0
MD,2012,Anne Arundel,240037509.00,73,0,0
MD,2012,Anne Arundel,240037510.00,95,0,0
MD,2012,Anne Arundel,240037511.02,92,2,0
MD,2012,Anne Arundel,240037511.03,110,0,0
MD,2012,Baltimore,NA,1238,25,3
